rel,head-pos,child-pos	tree-label	gold-label
parataxis@discourse,VERB,ADJ	req-agree	req-agree
comp:pred,VERB,ADJ	req-agree	NA
mod,NOUN,PRON	req-agree	NA
appos,PRON,NOUN	req-agree	req-agree
parataxis,VERB,NOUN	NA	NA
parataxis,AUX,NOUN	NA	NA
parataxis,AUX,DET	NA	req-agree
comp:pred,AUX,NUM	req-agree	NA
conj,AUX,DET	NA	req-agree
subj,VERB,NUM	req-agree	req-agree
mod,NOUN,VERB	req-agree	NA
reparandum,ADJ,ADJ	req-agree	req-agree
parataxis,NOUN,VERB	NA	NA
parataxis,NOUN,ADJ	NA	req-agree
subj,VERB,ADJ	req-agree	req-agree
appos,ADJ,NOUN	req-agree	req-agree
parataxis,AUX,ADJ	NA	req-agree
parataxis@restart,VERB,AUX	req-agree	NA
conj@extend,ADJ,DET	req-agree	NA
appos,NOUN,PROPN	req-agree	req-agree
mod,PROPN,NOUN	NA	req-agree
mod,PROPN,ADJ	req-agree	req-agree
mod,VERB,VERB	req-agree	NA
subj,VERB,PROPN	req-agree	req-agree
parataxis@restart,VERB,NOUN	NA	NA
reparandum,ADJ,DET	req-agree	req-agree
subj,PRON,DET	req-agree	req-agree
conj@extend,VERB,VERB	req-agree	NA
mod,VERB,NUM	req-agree	NA
subj,NOUN,PRON	req-agree	req-agree
mod,VERB,NOUN	NA	NA
conj,NOUN,VERB	req-agree	NA
dislocated,VERB,PRON	req-agree	NA
conj,PRON,NOUN	NA	req-agree
conj,PROPN,PROPN	req-agree	req-agree
comp:pred,AUX,PRON	req-agree	NA
mod,PRON,ADJ	req-agree	req-agree
comp:obj,ADJ,VERB	NA	req-agree
subj,AUX,ADJ	req-agree	req-agree
mod,NUM,NUM	req-agree	req-agree
conj,PROPN,NOUN	NA	req-agree
conj,NOUN,AUX	req-agree	NA
mod,ADJ,DET	req-agree	req-agree
parataxis,VERB,ADJ	NA	NA
subj,VERB,AUX	req-agree	req-agree
det,PROPN,DET	req-agree	req-agree
discourse,VERB,PRON	req-agree	NA
subj,ADJ,DET	req-agree	req-agree
orphan,NOUN,PRON	req-agree	req-agree
conj,VERB,NOUN	NA	req-agree
comp:pred,VERB,VERB	req-agree	req-agree
unk@expl,VERB,DET	req-agree	NA
comp:obj,VERB,ADJ	NA	NA
dislocated,VERB,NOUN	NA	NA
parataxis,AUX,PRON	NA	NA
det,ADJ,DET	req-agree	req-agree
mod,DET,ADJ	NA	req-agree
mod,PRON,VERB	req-agree	req-agree
conj,NOUN,PRON	NA	req-agree
comp:obj,VERB,NUM	NA	req-agree
conj@extend,NOUN,DET	req-agree	req-agree
subj,AUX,NUM	req-agree	NA
mod,AUX,AUX	req-agree	NA
subj,AUX,VERB	req-agree	req-agree
reparandum,AUX,VERB	req-agree	NA
udep,VERB,DET	NA	req-agree
subj,VERB,VERB	req-agree	req-agree
reparandum,ADJ,AUX	req-agree	req-agree
reparandum,VERB,AUX	req-agree	NA
discourse,AUX,PRON	req-agree	req-agree
comp:pred,AUX,PROPN	req-agree	req-agree
flat,DET,NUM	req-agree	NA
flat,DET,DET	NA	req-agree
vocative,VERB,NOUN	NA	req-agree
parataxis@discourse,PROPN,VERB	req-agree	NA
dislocated,AUX,NUM	NA	req-agree
subj,NOUN,DET	req-agree	req-agree
discourse,AUX,NOUN	NA	req-agree
discourse,VERB,PROPN	req-agree	NA
parataxis@restart,AUX,VERB	req-agree	NA
parataxis@restart,AUX,AUX	req-agree	NA
conj,ADJ,NOUN	req-agree	NA
conj,NOUN,ADJ	req-agree	req-agree
udep,ADJ,NOUN	NA	NA
reparandum,NOUN,VERB	req-agree	req-agree
udep,ADJ,DET	NA	req-agree
det,NUM,DET	req-agree	req-agree
reparandum,AUX,NUM	req-agree	NA
conj,AUX,NOUN	NA	NA
dislocated,AUX,PRON	req-agree	NA
comp:obj,AUX,PRON	NA	NA
parataxis@discourse,NOUN,VERB	req-agree	NA
reparandum,ADJ,VERB	req-agree	req-agree
appos,NOUN,DET	req-agree	req-agree
mod,DET,DET	NA	req-agree
comp:obl,ADJ,PRON	NA	NA
mod,DET,NUM	req-agree	req-agree
appos,ADJ,ADJ	req-agree	req-agree
mod,ADJ,VERB	req-agree	req-agree
vocative,VERB,ADJ	req-agree	req-agree
mod,AUX,VERB	req-agree	req-agree
comp:pred,VERB,NOUN	req-agree	req-agree
mod,AUX,ADJ	req-agree	req-agree
reparandum,NOUN,ADJ	req-agree	req-agree
conj,VERB,PRON	req-agree	req-agree
parataxis@discourse,DET,VERB	NA	NA
subj,DET,NOUN	req-agree	req-agree
reparandum,VERB,NOUN	NA	NA
vocative,PRON,NOUN	NA	req-agree
comp:obj,NOUN,ADJ	NA	req-agree
mod,VERB,DET	req-agree	req-agree
mod,VERB,ADJ	req-agree	NA
mod,ADJ,NOUN	NA	NA
dislocated,AUX,DET	req-agree	req-agree
conj@extend,ADJ,PRON	req-agree	req-agree
udep,VERB,ADJ	NA	req-agree
comp:obj,DET,NOUN	NA	req-agree
conj,NUM,DET	req-agree	NA
parataxis,VERB,DET	NA	req-agree
udep,VERB,NUM	NA	NA
conj,NUM,ADJ	NA	req-agree
dislocated,VERB,DET	req-agree	req-agree
reparandum,PRON,PRON	req-agree	req-agree
subj,AUX,AUX	req-agree	req-agree
comp:obj,ADJ,NOUN	NA	req-agree
appos,DET,NOUN	NA	req-agree
unk@fixed,NOUN,NOUN	NA	req-agree
conj@extend,NOUN,NOUN	NA	NA
