rel,head-pos,child-pos	tree-label	gold-label
mod@gobj,VERB,NOUN	NA	NA
mod@poss,PRON,NOUN	NA	req-agree
appos,PROPN,PRON	req-agree	req-agree
comp:obj,ADJ,AUX	req-agree	req-agree
mod,AUX,NOUN	req-agree	req-agree
udep,ADJ,ADJ	NA	req-agree
subj,NOUN,PROPN	req-agree	req-agree
comp:obj,NOUN,NOUN	NA	NA
comp:pred,NOUN,VERB	req-agree	NA
appos,PRON,NOUN	NA	req-agree
conj,PRON,PROPN	req-agree	req-agree
subj,VERB,VERB	req-agree	req-agree
