rel,head-pos,child-pos	tree-label	gold-label
mod,DET,AUX	NA	NA
comp:obj,ADJ,PRON	NA	req-agree
vocative,VERB,NOUN	NA	NA
udep,AUX,NOUN	NA	NA
discourse,VERB,PRON	NA	req-agree
conj,AUX,NOUN	NA	NA
orphan,NOUN,ADJ	NA	req-agree
orphan,NOUN,NOUN	NA	NA
comp:aux@pass,AUX,ADJ	req-agree	req-agree
comp:pred,DET,DET	req-agree	req-agree
mod,ADJ,ADJ	req-agree	req-agree
unk,ADJ,ADJ	req-agree	req-agree
conj,DET,AUX	NA	req-agree
appos,ADJ,ADJ	NA	req-agree
appos,NOUN,NOUN	NA	NA
conj,NOUN,PROPN	NA	req-agree
conj,PROPN,PROPN	NA	NA
mod,DET,ADJ	req-agree	req-agree
mod,PROPN,ADJ	req-agree	req-agree
unk,VERB,NOUN	NA	NA
comp:obj,VERB,ADJ	req-agree	req-agree
appos,VERB,VERB	NA	req-agree
unk,VERB,PRON	NA	req-agree
vocative,VERB,PROPN	NA	NA
unk,VERB,DET	NA	req-agree
comp:pred,VERB,DET	req-agree	NA
udep,AUX,DET	NA	req-agree
subj,AUX,PRON	req-agree	NA
mod,VERB,AUX	NA	req-agree
comp:pred,NOUN,ADJ	req-agree	req-agree
udep,ADJ,NOUN	NA	NA
mod,NOUN,DET	NA	req-agree
subj,VERB,ADJ	req-agree	req-agree
conj,PRON,NOUN	NA	req-agree
subj,VERB,AUX	req-agree	req-agree
mod,PROPN,VERB	NA	req-agree
subj@pass,VERB,NOUN	NA	NA
mod,ADJ,VERB	NA	req-agree
flat,NOUN,PROPN	req-agree	req-agree
conj,PRON,PROPN	NA	req-agree
subj,VERB,VERB	req-agree	req-agree
comp:obj,NOUN,NOUN	NA	req-agree
unk,PROPN,NOUN	NA	req-agree
mod,DET,PRON	NA	req-agree
comp:pred,AUX,PROPN	NA	req-agree
comp:obl@agent,ADJ,NOUN	NA	NA
subj@pass,VERB,PRON	NA	req-agree
subj@pass,AUX,NOUN	NA	NA
conj,NUM,NUM	NA	NA
mod,ADJ,NOUN	NA	req-agree
comp:obj,ADJ,ADJ	req-agree	NA
unk,ADJ,NOUN	NA	NA
conj,VERB,PRON	NA	req-agree
unk,VERB,AUX	NA	req-agree
mod,NOUN,PROPN	NA	NA
subj,VERB,NUM	req-agree	NA
appos,VERB,NUM	NA	NA
subj,AUX,PROPN	req-agree	req-agree
comp:pred,AUX,NUM	NA	req-agree
vocative,AUX,PROPN	NA	req-agree
comp:obj,VERB,PROPN	NA	NA
vocative,AUX,NOUN	NA	NA
udep,VERB,PROPN	NA	req-agree
comp:obj,NOUN,PRON	req-agree	req-agree
appos,NOUN,ADJ	req-agree	req-agree
comp:pred,PRON,DET	req-agree	req-agree
comp:pred,VERB,VERB	NA	req-agree
comp:pred,PRON,ADJ	req-agree	req-agree
orphan,VERB,VERB	NA	req-agree
comp:pred,ADJ,ADJ	req-agree	req-agree
conj,DET,DET	req-agree	req-agree
mod,NOUN,PRON	NA	NA
parataxis,VERB,VERB	NA	NA
comp:pred,PRON,VERB	NA	req-agree
orphan,PRON,NOUN	NA	req-agree
comp:pred,PROPN,DET	req-agree	req-agree
conj,NUM,ADJ	NA	req-agree
conj,NOUN,VERB	NA	req-agree
comp:pred,NOUN,VERB	NA	req-agree
orphan,PRON,PROPN	NA	req-agree
orphan,PRON,VERB	NA	req-agree
det,DET,DET	req-agree	req-agree
comp:pred,DET,VERB	NA	req-agree
comp:obj,VERB,NUM	NA	NA
discourse,VERB,DET	req-agree	req-agree
comp:obl,VERB,PROPN	NA	req-agree
conj,PRON,PRON	NA	req-agree
unk,VERB,NUM	NA	req-agree
orphan,ADJ,NOUN	NA	req-agree
conj,NOUN,AUX	NA	req-agree
subj@pass,VERB,DET	req-agree	req-agree
unk@expl,AUX,PRON	NA	req-agree
comp:obj,ADJ,PROPN	NA	req-agree
mod,NUM,DET	NA	NA
unk,ADJ,VERB	NA	req-agree
flat,PROPN,PROPN	req-agree	req-agree
comp:pred,PROPN,ADJ	req-agree	req-agree
unk,NOUN,VERB	NA	NA
comp:pred,VERB,NUM	NA	req-agree
unk,VERB,VERB	NA	req-agree
unk,VERB,ADJ	NA	req-agree
conj,VERB,DET	req-agree	req-agree
mod,PRON,AUX	NA	req-agree
subj@pass,AUX,DET	req-agree	req-agree
udep,NUM,PRON	NA	req-agree
subj,AUX,ADJ	req-agree	req-agree
conj,ADJ,DET	req-agree	req-agree
comp:aux@pass,AUX,AUX	NA	req-agree
