rel,head-pos,child-pos	tree-label	gold-label
conj,PRON,VERB	NA	NA
parataxis@obj,VERB,VERB	req-agree	req-agree
parataxis@appos,NOUN,AUX	NA	NA
conj,NOUN,VERB	req-agree	req-agree
dislocated,AUX,ADJ	req-agree	req-agree
conj,NOUN,ADJ	req-agree	req-agree
dislocated,AUX,PRON	NA	NA
dislocated,VERB,PRON	NA	NA
dislocated,VERB,NOUN	NA	NA
parataxis,NOUN,PRON	NA	NA
conj,NOUN,AUX	NA	req-agree
parataxis@insert,AUX,AUX	NA	req-agree
comp:obj,VERB,ADJ	NA	NA
appos,PRON,NOUN	NA	NA
parataxis@insert,AUX,VERB	req-agree	req-agree
parataxis@appos,NOUN,NOUN	NA	NA
subj,ADJ,PRON	req-agree	req-agree
udep,NOUN,NOUN	NA	req-agree
list,VERB,VERB	NA	req-agree
mod,NOUN,DET	req-agree	req-agree
udep,ADJ,PRON	NA	req-agree
unk,VERB,AUX	NA	req-agree
appos,NOUN,PRON	NA	req-agree
unk,PRON,VERB	NA	NA
parataxis,PRON,AUX	NA	req-agree
subj,PRON,NOUN	req-agree	req-agree
parataxis@appos,PRON,NOUN	req-agree	NA
unk@fixed,NOUN,NOUN	NA	req-agree
conj,VERB,PRON	NA	NA
parataxis@appos,VERB,NOUN	NA	req-agree
discourse,PRON,NOUN	req-agree	req-agree
subj,PRON,PRON	req-agree	req-agree
mod,NOUN,PRON	req-agree	req-agree
unk,AUX,DET	req-agree	req-agree
