rel,head-pos,child-pos	tree-label	gold-label
comp:obj,NOUN,VERB	req-agree	NA
parataxis,AUX,NOUN	req-agree	NA
mod@relcl,PRON,AUX	req-agree	req-agree
parataxis,NOUN,AUX	req-agree	req-agree
det,ADJ,DET	req-agree	req-agree
subj,VERB,ADJ	req-agree	req-agree
compound,ADJ,PROPN	req-agree	req-agree
mod@relcl,ADJ,AUX	req-agree	req-agree
flat,NOUN,NOUN	NA	req-agree
conj,VERB,NOUN	req-agree	NA
subj@pass,VERB,NOUN	req-agree	req-agree
comp:obl,VERB,PRON	req-agree	NA
flat,NOUN,PROPN	req-agree	req-agree
conj,PRON,NOUN	NA	req-agree
compound,NOUN,ADJ	req-agree	req-agree
unk,VERB,ADJ	req-agree	req-agree
conj,VERB,ADJ	req-agree	req-agree
comp:obj,VERB,PROPN	NA	NA
comp:pred,VERB,VERB	NA	req-agree
comp:obj,NOUN,NOUN	NA	req-agree
conj,NOUN,PROPN	req-agree	NA
comp:pred,AUX,PROPN	NA	req-agree
mod,VERB,VERB	NA	req-agree
mod@relcl,DET,AUX	req-agree	NA
comp:aux,AUX,ADJ	req-agree	req-agree
parataxis,VERB,NOUN	req-agree	req-agree
det,VERB,DET	req-agree	req-agree
subj,AUX,VERB	req-agree	req-agree
mod,VERB,ADJ	req-agree	req-agree
comp:pred,AUX,VERB	NA	req-agree
conj,AUX,PROPN	NA	NA
mod@relcl,NOUN,PROPN	req-agree	NA
parataxis,PROPN,PROPN	req-agree	NA
comp:obj,ADJ,PRON	NA	req-agree
mod,AUX,VERB	NA	NA
det,PRON,DET	req-agree	req-agree
flat,PROPN,ADP	NA	req-agree
comp:pred,VERB,PROPN	req-agree	req-agree
subj,VERB,VERB	req-agree	req-agree
mod@relcl,VERB,VERB	NA	req-agree
subj@pass,VERB,PRON	req-agree	req-agree
det,VERB,PRON	NA	req-agree
appos,NOUN,VERB	req-agree	req-agree
det@poss,PROPN,PRON	NA	req-agree
mod,PRON,AUX	req-agree	req-agree
conj,NOUN,ADJ	req-agree	NA
udep,VERB,ADJ	NA	req-agree
det@poss,NOUN,DET	req-agree	req-agree
comp:obj,VERB,VERB	NA	req-agree
mod,PROPN,PROPN	req-agree	req-agree
appos,VERB,NOUN	NA	req-agree
mod,DET,ADJ	req-agree	req-agree
mod,ADJ,VERB	NA	req-agree
mod,PRON,VERB	req-agree	req-agree
conj,NOUN,PRON	req-agree	req-agree
mod,VERB,DET	NA	req-agree
unk@fixed,DET,NOUN	req-agree	req-agree
comp:obj,DET,AUX	NA	req-agree
udep@tmod,AUX,NOUN	req-agree	req-agree
mod@relcl,NOUN,NOUN	NA	req-agree
subj@pass,VERB,PROPN	req-agree	NA
compound,PROPN,ADJ	req-agree	req-agree
mod@relcl,VERB,AUX	req-agree	req-agree
comp:obj,PRON,VERB	NA	req-agree
mod,NOUN,DET	req-agree	req-agree
udep,AUX,ADP	NA	NA
comp:obj,ADP,NOUN	NA	req-agree
mod,NOUN,ADV	req-agree	req-agree
flat,DET,PROPN	NA	req-agree
conj,AUX,NOUN	req-agree	NA
orphan,NOUN,VERB	req-agree	req-agree
comp:obj,VERB,DET	NA	req-agree
appos,PRON,NOUN	NA	req-agree
conj,PRON,PROPN	req-agree	req-agree
subj,AUX,AUX	req-agree	req-agree
mod,AUX,AUX	NA	req-agree
