rel,head-pos,child-pos	tree-label	gold-label
parataxis,PRON,VERB	NA	req-agree
discourse,AUX,VERB	NA	req-agree
comp:obj,AUX,NOUN	NA	req-agree
mod@dat,VERB,NOUN	NA	NA
conj,AUX,VERB	NA	NA
parataxis,PROPN,AUX	NA	NA
conj,NOUN,AUX	NA	NA
compound@lvc,VERB,PRON	NA	NA
mod@poss,PRON,NOUN	NA	req-agree
comp:obj,VERB,ADP	NA	req-agree
appos,NOUN,PRON	NA	req-agree
parataxis,PROPN,NOUN	NA	NA
mod,VERB,AUX	NA	NA
compound@lvc,AUX,NOUN	NA	NA
udep@poss,NOUN,ADP	NA	NA
mod@dat,VERB,PROPN	NA	NA
mod@poss,AUX,PRON	NA	NA
mod,NOUN,AUX	NA	req-agree
udep,AUX,PRON	NA	req-agree
subj,AUX,PROPN	NA	req-agree
comp:obj,PRON,VERB	NA	NA
subj,NOUN,ADP	NA	req-agree
subj,AUX,ADP	NA	NA
comp:pred,AUX,PRON	NA	NA
conj,AUX,AUX	NA	NA
conj,PRON,VERB	NA	req-agree
unk@fixed,NOUN,PROPN	NA	req-agree
conj,NOUN,ADP	NA	NA
mod,AUX,NOUN	NA	NA
mod@poss,PRON,PRON	NA	req-agree
mod,VERB,DET	NA	NA
dislocated,AUX,NOUN	NA	req-agree
conj,PRON,NOUN	NA	NA
appos,PRON,PRON	NA	NA
mod,NOUN,VERB	NA	req-agree
mod,VERB,VERB	NA	req-agree
conj,PRON,PROPN	NA	req-agree
parataxis,VERB,NOUN	NA	req-agree
comp:obj,NOUN,PRON	NA	req-agree
conj,NUM,NUM	NA	NA
mod,AUX,DET	NA	NA
subj,NOUN,AUX	NA	req-agree
comp:aux,VERB,VERB	NA	NA
mod@poss,NOUN,NUM	NA	NA
conj,PROPN,PROPN	NA	req-agree
udep,VERB,NOUN	NA	req-agree
mod,NOUN,PROPN	NA	req-agree
flat,PROPN,NOUN	NA	req-agree
comp:pred,AUX,ADP	NA	req-agree
det,NUM,DET	NA	NA
comp:obj,AUX,VERB	NA	NA
unk@fixed,NOUN,NOUN	NA	req-agree
mod@poss,PROPN,PROPN	NA	req-agree
flat,NOUN,NOUN	NA	NA
comp:obj,ADP,ADP	NA	NA
mod@dat,NOUN,NOUN	NA	req-agree
mod,VERB,NUM	NA	NA
flat,NUM,NUM	NA	req-agree
flat,NUM,NOUN	NA	NA
appos,NOUN,ADP	NA	req-agree
udep,VERB,PRON	NA	req-agree
subj,VERB,DET	NA	NA
flat,NOUN,ADP	NA	NA
det,VERB,DET	NA	NA
subj,NOUN,NUM	NA	NA
mod@poss,NOUN,AUX	NA	req-agree
unk@fixed,PROPN,PROPN	NA	req-agree
subj,NOUN,NOUN	NA	NA
conj,PROPN,NOUN	NA	req-agree
subj,VERB,NUM	NA	req-agree
udep,VERB,ADP	NA	NA
appos,PROPN,PROPN	NA	req-agree
mod,AUX,VERB	NA	req-agree
subj,AUX,NUM	NA	req-agree
mod@poss,PROPN,NOUN	NA	req-agree
subj,AUX,DET	NA	NA
conj,NUM,VERB	NA	req-agree
conj,NOUN,PRON	NA	req-agree
udep,NOUN,ADP	NA	req-agree
mod@poss,VERB,PROPN	NA	req-agree
appos,PROPN,ADP	NA	NA
mod@poss,ADP,NOUN	NA	NA
appos,PROPN,NOUN	NA	req-agree
parataxis,NOUN,PROPN	NA	NA
conj,PROPN,ADP	NA	req-agree
