rel,head-pos,child-pos	tree-label	gold-label
conj,AUX,VERB	NA	NA
comp:pred,VERB,PROPN	req-agree	NA
comp:pred,VERB,ADJ	req-agree	NA
subj,NOUN,ADJ	NA	NA
appos,VERB,ADJ	NA	NA
subj,PROPN,NOUN	req-agree	req-agree
subj@pass,VERB,NOUN	req-agree	NA
orphan,NOUN,NOUN	NA	NA
flat,NOUN,NOUN	req-agree	req-agree
appos,NOUN,AUX	req-agree	NA
mod,PROPN,AUX	NA	req-agree
mod,PROPN,NOUN	req-agree	req-agree
subj,NOUN,NOUN	req-agree	NA
conj,VERB,ADJ	NA	NA
orphan,ADJ,NOUN	NA	req-agree
udep,VERB,ADJ	NA	NA
udep,VERB,NUM	NA	req-agree
det,NOUN,AUX	req-agree	req-agree
mod,NOUN,AUX	req-agree	NA
comp:obl,AUX,PRON	NA	NA
mod,ADJ,VERB	NA	NA
mod,VERB,ADJ	NA	NA
comp:obl@agent,VERB,ADJ	NA	NA
udep,VERB,PRON	NA	NA
flat,VERB,VERB	NA	req-agree
orphan,ADJ,VERB	req-agree	NA
comp:obl,PROPN,ADJ	req-agree	req-agree
mod,AUX,ADJ	req-agree	NA
flat,PRON,PRON	req-agree	req-agree
comp:pred,AUX,PROPN	req-agree	req-agree
conj,VERB,PROPN	req-agree	NA
comp:obj,PROPN,NOUN	req-agree	req-agree
orphan,PROPN,NOUN	NA	req-agree
udep,ADJ,NOUN	NA	NA
mod,NOUN,PRON	NA	NA
comp:obj,ADJ,NOUN	req-agree	req-agree
comp:pred,VERB,PRON	NA	NA
conj,NUM,NUM	NA	NA
comp:obl,AUX,ADJ	req-agree	NA
orphan,NOUN,ADJ	NA	NA
conj,AUX,NOUN	NA	req-agree
conj,NOUN,VERB	NA	NA
subj,ADJ,NOUN	req-agree	req-agree
udep,AUX,NUM	NA	NA
vocative,ADJ,NOUN	req-agree	NA
orphan,NOUN,VERB	req-agree	NA
comp:pred,VERB,AUX	NA	req-agree
subj,ADJ,PRON	req-agree	req-agree
vocative,AUX,NOUN	req-agree	NA
subj@pass,AUX,NOUN	req-agree	req-agree
vocative,AUX,PROPN	req-agree	req-agree
subj,ADJ,ADJ	req-agree	req-agree
parataxis,VERB,VERB	NA	NA
appos,PRON,NUM	req-agree	NA
unk,VERB,NOUN	NA	req-agree
det,ADJ,PRON	NA	NA
mod,PRON,VERB	req-agree	req-agree
udep,PROPN,NOUN	NA	NA
appos,VERB,PROPN	NA	req-agree
comp:obl,ADJ,PRON	NA	NA
dislocated,VERB,ADJ	NA	req-agree
comp:obl,ADJ,ADJ	req-agree	NA
subj,PRON,PRON	req-agree	req-agree
conj,PRON,PRON	NA	req-agree
comp:obl,ADJ,NOUN	NA	NA
mod,ADJ,PRON	NA	NA
subj,AUX,VERB	req-agree	req-agree
vocative,NOUN,NOUN	req-agree	req-agree
dislocated,AUX,VERB	req-agree	req-agree
udep,ADJ,PRON	NA	NA
comp:obl@agent,VERB,PRON	NA	NA
conj,ADJ,VERB	NA	NA
subj@pass,AUX,VERB	req-agree	req-agree
dislocated,VERB,AUX	NA	req-agree
parataxis,AUX,VERB	req-agree	NA
dislocated,VERB,NOUN	NA	req-agree
appos,NOUN,ADJ	NA	NA
conj,ADJ,NOUN	NA	NA
det,VERB,DET	NA	req-agree
udep,NOUN,PRON	NA	NA
vocative,VERB,PROPN	NA	req-agree
comp:obl,NOUN,PROPN	NA	req-agree
mod,PROPN,NUM	req-agree	req-agree
mod,PROPN,PROPN	req-agree	NA
conj,VERB,PRON	NA	NA
orphan,PRON,NOUN	NA	NA
subj,VERB,NUM	NA	req-agree
dislocated,AUX,AUX	req-agree	req-agree
dislocated,AUX,NOUN	req-agree	req-agree
conj,PRON,NOUN	NA	NA
mod,ADJ,AUX	NA	NA
orphan,NOUN,PRON	NA	NA
conj,AUX,AUX	NA	req-agree
comp:obj,NOUN,NOUN	req-agree	req-agree
vocative,VERB,ADJ	NA	req-agree
subj,NOUN,PROPN	req-agree	req-agree
appos,PROPN,ADJ	req-agree	req-agree
comp:aux,AUX,ADJ	req-agree	req-agree
dislocated,VERB,PROPN	req-agree	req-agree
dislocated,VERB,NUM	NA	req-agree
subj@pass,AUX,NUM	req-agree	req-agree
appos,VERB,NOUN	NA	req-agree
appos,PRON,PRON	NA	req-agree
vocative,PRON,PROPN	req-agree	req-agree
comp:obl,AUX,NOUN	NA	NA
comp:obl@agent,NOUN,NOUN	req-agree	req-agree
comp:obl,VERB,NUM	NA	req-agree
mod,NUM,AUX	req-agree	req-agree
orphan,PRON,PRON	NA	req-agree
appos,NUM,PROPN	req-agree	req-agree
