rel,head-pos,child-pos	tree-label	gold-label
subj@pass,AUX,PRON	NA	NA
parataxis,ADJ,VERB	req-agree	NA
subj,PROPN,NOUN	req-agree	req-agree
flat@name,ADJ,PROPN	req-agree	req-agree
comp:pred,AUX,ADJ	req-agree	req-agree
mod,VERB,DET	NA	NA
subj,NOUN,PRON	req-agree	NA
parataxis,VERB,NOUN	NA	NA
udep,VERB,ADJ	NA	NA
udep,VERB,PROPN	NA	req-agree
appos,DET,NOUN	req-agree	NA
conj,PRON,ADJ	req-agree	req-agree
subj@pass,VERB,DET	req-agree	req-agree
comp:pred,VERB,NOUN	NA	NA
vocative,NOUN,NOUN	req-agree	NA
appos,NOUN,PRON	req-agree	req-agree
mod,NOUN,DET	req-agree	req-agree
appos,DET,ADJ	req-agree	req-agree
comp:obl,VERB,ADJ	NA	req-agree
comp:obl,PRON,PRON	NA	NA
conj,VERB,PRON	NA	NA
conj,PRON,VERB	NA	NA
orphan,PRON,PROPN	req-agree	NA
subj,NOUN,PROPN	req-agree	req-agree
comp:obl,PRON,NOUN	NA	NA
appos,PRON,ADJ	req-agree	req-agree
mod,AUX,VERB	NA	req-agree
subj,AUX,DET	req-agree	req-agree
parataxis,VERB,AUX	NA	NA
det,DET,DET	req-agree	req-agree
mod@relcl,DET,VERB	req-agree	NA
subj,ADJ,DET	req-agree	req-agree
comp:obj,ADJ,VERB	req-agree	req-agree
parataxis,PROPN,NOUN	req-agree	req-agree
parataxis,PROPN,VERB	req-agree	req-agree
comp:aux,AUX,NOUN	req-agree	req-agree
subj,VERB,VERB	req-agree	req-agree
mod@relcl,PRON,NOUN	req-agree	NA
conj,NOUN,PRON	req-agree	NA
parataxis,AUX,VERB	req-agree	NA
orphan,NOUN,NOUN	NA	NA
parataxis,NOUN,AUX	req-agree	req-agree
comp:obl,VERB,VERB	NA	req-agree
subj,NOUN,DET	req-agree	req-agree
mod@gov,NOUN,NOUN	req-agree	NA
comp:obj,ADJ,NOUN	req-agree	req-agree
mod,AUX,ADJ	req-agree	req-agree
comp:obl,NOUN,ADJ	NA	req-agree
vocative,PRON,NOUN	req-agree	req-agree
orphan,PRON,NOUN	NA	NA
mod,NOUN,AUX	NA	NA
comp:obl,NOUN,DET	NA	req-agree
appos,PROPN,PROPN	req-agree	req-agree
subj,DET,NOUN	req-agree	NA
conj,DET,NOUN	NA	NA
orphan,ADJ,PROPN	req-agree	req-agree
mod,ADJ,DET	NA	req-agree
compound,NOUN,PROPN	req-agree	req-agree
conj,NOUN,DET	NA	req-agree
subj,DET,PRON	req-agree	NA
comp:obl,VERB,DET	NA	req-agree
mod,VERB,PROPN	NA	req-agree
comp:aux@pass,AUX,VERB	req-agree	req-agree
subj@pass,AUX,PROPN	req-agree	req-agree
comp:obl,NOUN,NOUN	NA	req-agree
conj,DET,VERB	NA	NA
unk@fixed,DET,VERB	req-agree	req-agree
comp:obj,DET,ADJ	req-agree	req-agree
comp:obl@agent,VERB,NOUN	NA	req-agree
comp:aux,AUX,AUX	req-agree	req-agree
compound,ADJ,NOUN	req-agree	NA
comp:obj,NOUN,VERB	req-agree	NA
subj@pass,VERB,PROPN	req-agree	req-agree
parataxis,VERB,PROPN	NA	req-agree
conj,PROPN,VERB	NA	req-agree
flat@name,NOUN,PROPN	req-agree	req-agree
mod@relcl,NOUN,ADJ	NA	req-agree
udep,AUX,PROPN	NA	req-agree
mod,AUX,SCONJ	req-agree	req-agree
subj,NUM,NOUN	req-agree	req-agree
subj@pass,ADJ,NOUN	req-agree	req-agree
parataxis,PRON,PROPN	req-agree	req-agree
orphan,PROPN,NOUN	NA	req-agree
conj,VERB,DET	NA	req-agree
parataxis,AUX,AUX	req-agree	req-agree
subj,ADJ,NUM	req-agree	req-agree
mod,DET,NOUN	NA	req-agree
conj,DET,PRON	req-agree	req-agree
udep,AUX,NOUN	NA	NA
comp:obj,NOUN,PROPN	req-agree	req-agree
