rel,head-pos,child-pos	tree-label	gold-label
comp:obj,ADJ,PRON	NA	req-agree
mod@to,VERB,PRON	NA	req-agree
mod@mode,VERB,AUX	NA	req-agree
mod,AUX,NOUN	NA	req-agree
udep,NOUN,ADJ	NA	NA
comp:obj,NOUN,NOUN	NA	NA
subj,PROPN,NOUN	NA	req-agree
comp:obj,AUX,NOUN	NA	req-agree
mod,ADJ,VERB	NA	req-agree
mod,NOUN,ADJ	NA	req-agree
mod@obl,NUM,ADJ	NA	req-agree
mod@obl,NUM,NUM	NA	req-agree
appos,NUM,NOUN	NA	req-agree
udep,ADJ,PRON	NA	req-agree
udep,VERB,NUM	NA	NA
comp:obl,ADJ,NOUN	NA	req-agree
conj,PROPN,PRON	NA	req-agree
