rel,head-pos,child-pos	tree-label	gold-label
mod,ADJ,NUM	NA	NA
conj,PRON,PRON	NA	NA
vocative,AUX,PROPN	NA	req-agree
appos,PROPN,NOUN	NA	req-agree
comp:aux,AUX,VERB	NA	req-agree
subj@pass,VERB,NOUN	NA	req-agree
conj,NOUN,ADJ	NA	req-agree
subj@pass,VERB,ADJ	NA	req-agree
appos,VERB,ADJ	NA	NA
orphan,ADJ,ADJ	NA	req-agree
comp:obj,VERB,VERB	NA	NA
appos,ADJ,ADJ	NA	req-agree
subj@pass,AUX,ADJ	NA	req-agree
comp:pred,AUX,PRON	NA	req-agree
conj,VERB,ADJ	NA	NA
orphan,ADJ,NOUN	NA	NA
dislocated,VERB,VERB	NA	req-agree
subj,AUX,NUM	NA	NA
mod,NUM,NOUN	NA	NA
conj,AUX,VERB	NA	NA
det,PRON,DET	NA	req-agree
unk@fixed,VERB,VERB	NA	req-agree
mod,AUX,ADJ	NA	NA
subj,ADJ,ADJ	NA	req-agree
comp:obl,ADJ,PRON	NA	NA
mod,NOUN,NUM	NA	req-agree
comp:pred,VERB,NOUN	NA	NA
det,ADJ,PRON	NA	NA
conj,ADJ,VERB	NA	NA
comp:pred,AUX,NUM	NA	req-agree
comp:obl,NOUN,PRON	NA	NA
det,NOUN,AUX	NA	NA
conj,PRON,AUX	NA	req-agree
conj,PRON,VERB	NA	req-agree
mod,ADJ,NOUN	NA	NA
appos,ADJ,NOUN	NA	NA
comp:obl,ADJ,NOUN	NA	NA
conj,AUX,AUX	NA	NA
comp:aux,AUX,AUX	NA	req-agree
conj,ADJ,NOUN	NA	NA
mod,NOUN,PROPN	NA	NA
appos,PROPN,ADJ	NA	req-agree
mod,PROPN,VERB	NA	NA
vocative,VERB,PROPN	NA	req-agree
subj,ADJ,VERB	NA	req-agree
comp:obl,VERB,NUM	NA	NA
subj,ADJ,NUM	NA	NA
udep,AUX,NOUN	NA	NA
comp:obj,VERB,NUM	NA	NA
orphan,NUM,ADJ	NA	NA
conj,VERB,NUM	NA	NA
conj,NUM,NUM	NA	NA
conj,NUM,VERB	NA	req-agree
mod,NUM,ADJ	NA	req-agree
orphan,PRON,NUM	NA	NA
subj@pass,AUX,VERB	NA	req-agree
comp:pred,VERB,PRON	NA	NA
udep,VERB,AUX	NA	NA
vocative,VERB,ADJ	NA	req-agree
appos,PRON,NOUN	NA	NA
unk@fixed,ADJ,ADJ	NA	req-agree
orphan,NOUN,VERB	NA	req-agree
comp:pred,VERB,NUM	NA	NA
unk@expl,AUX,PRON	NA	NA
udep,ADJ,PRON	NA	req-agree
mod,ADJ,PRON	NA	req-agree
det,NUM,DET	NA	req-agree
appos,NOUN,NUM	NA	NA
mod,NUM,VERB	NA	req-agree
mod,NUM,NUM	NA	NA
udep,VERB,NUM	NA	NA
conj,PROPN,NOUN	NA	NA
mod,PROPN,ADJ	NA	req-agree
comp:obj,ADJ,PROPN	NA	NA
orphan,ADJ,PROPN	NA	NA
orphan,ADJ,NUM	NA	NA
comp:pred,AUX,PROPN	NA	NA
comp:obl,VERB,PROPN	NA	NA
comp:obj,VERB,AUX	NA	NA
conj,PRON,NOUN	NA	NA
comp:obl,AUX,NOUN	NA	req-agree
comp:obj,VERB,PROPN	NA	NA
comp:pred,VERB,PROPN	NA	req-agree
mod,PRON,ADJ	NA	req-agree
comp:obl,VERB,VERB	NA	NA
det,VERB,DET	NA	req-agree
appos,VERB,PROPN	NA	req-agree
flat@name,PROPN,PROPN	NA	req-agree
appos,VERB,NOUN	NA	req-agree
subj@pass,AUX,PRON	NA	req-agree
appos,VERB,NUM	NA	NA
mod,AUX,AUX	NA	req-agree
subj,AUX,PROPN	NA	NA
mod,PROPN,PROPN	NA	req-agree
appos,PRON,ADJ	NA	req-agree
mod,PROPN,AUX	NA	req-agree
appos,ADJ,PROPN	NA	req-agree
appos,NUM,AUX	NA	req-agree
conj,AUX,NOUN	NA	req-agree
unk,VERB,PROPN	NA	NA
parataxis,AUX,VERB	NA	NA
mod,ADJ,AUX	NA	NA
subj,VERB,NUM	NA	NA
conj,NUM,NOUN	NA	NA
comp:obj,AUX,AUX	NA	NA
conj,PROPN,ADJ	NA	NA
subj@pass,AUX,PROPN	NA	NA
conj,PROPN,AUX	NA	NA
parataxis,AUX,AUX	NA	req-agree
orphan,NUM,PRON	NA	req-agree
orphan,NUM,NUM	NA	req-agree
orphan,NUM,PROPN	NA	req-agree
mod,PRON,PRON	NA	NA
comp:obj,NOUN,AUX	NA	req-agree
dislocated,AUX,AUX	NA	req-agree
unk,VERB,ADJ	NA	NA
subj,AUX,AUX	NA	req-agree
comp:obl,NOUN,NOUN	NA	req-agree
det,ADJ,AUX	NA	req-agree
udep,AUX,PROPN	NA	req-agree
mod,PROPN,NOUN	NA	req-agree
comp:obl,AUX,ADJ	NA	req-agree
unk,VERB,PRON	NA	NA
appos,NUM,PROPN	NA	req-agree
dislocated,ADJ,VERB	NA	req-agree
flat@name,PROPN,AUX	NA	req-agree
dislocated,VERB,AUX	NA	req-agree
unk,VERB,VERB	NA	req-agree
dislocated,VERB,NOUN	NA	req-agree
comp:obj,NOUN,VERB	NA	req-agree
vocative,NOUN,NOUN	NA	NA
conj,PRON,ADJ	NA	req-agree
det,VERB,PRON	NA	req-agree
parataxis,VERB,AUX	NA	NA
dislocated,ADJ,AUX	NA	req-agree
comp:obl,PROPN,NOUN	NA	req-agree
conj,ADJ,PROPN	NA	req-agree
conj,AUX,NUM	NA	NA
