rel,head-pos,child-pos	tree-label	gold-label
conj,PRON,VERB	NA	NA
comp:aux,AUX,NOUN	NA	NA
orphan,PROPN,PROPN	NA	req-agree
conj,DET,DET	NA	req-agree
conj,NOUN,PRON	NA	req-agree
parataxis,PRON,PRON	NA	NA
goeswith,NOUN,NOUN	NA	req-agree
parataxis,VERB,ADJ	NA	req-agree
conj,PROPN,VERB	NA	req-agree
subj@cop,AUX,VERB	NA	NA
unk@fixed,PRON,NOUN	NA	req-agree
comp:obj,NOUN,PRON	NA	req-agree
mod@relcl,ADJ,NOUN	NA	req-agree
vocative,AUX,NOUN	NA	NA
comp:pred,AUX,AUX	NA	req-agree
conj,NUM,PRON	NA	req-agree
conj,AUX,DET	NA	req-agree
comp:aux,AUX,AUX	NA	req-agree
parataxis,ADJ,PROPN	NA	NA
mod,AUX,PRON	NA	NA
mod,ADJ,NOUN	NA	NA
conj,AUX,PRON	NA	req-agree
orphan,NOUN,PRON	NA	req-agree
subj@cop,AUX,AUX	NA	req-agree
udep,PRON,PROPN	NA	req-agree
udep,PRON,NOUN	NA	NA
mod,PRON,VERB	NA	NA
parataxis,VERB,PROPN	NA	req-agree
