rel,head-pos,child-pos	tree-label	gold-label
unk@fixed,NOUN,NOUN	NA	req-agree
conj,NOUN,ADJ	req-agree	req-agree
det,ADJ,DET	req-agree	req-agree
mod@pred,NOUN,NOUN	NA	req-agree
mod,NUM,NOUN	NA	NA
conj,VERB,PROPN	NA	req-agree
orphan,PROPN,NOUN	NA	req-agree
comp:pred,AUX,PROPN	NA	req-agree
mod@relcl,PRON,ADJ	req-agree	req-agree
conj,ADJ,DET	req-agree	req-agree
comp:obj,NOUN,AUX	NA	req-agree
subj@pass,ADJ,PRON	NA	NA
conj,VERB,ADJ	req-agree	req-agree
mod@relcl,ADJ,AUX	NA	req-agree
mod,PRON,NOUN	NA	NA
appos,PRON,NOUN	req-agree	req-agree
mod,PRON,NUM	req-agree	req-agree
comp:pred@pred,NOUN,NOUN	NA	req-agree
