rel,head-pos,child-pos	tree-label	gold-label
mod@poss,ADJ,ADJ	NA	req-agree
conj,PRON,NOUN	NA	NA
conj,NOUN,ADJ	NA	req-agree
udep,PROPN,PROPN	req-agree	req-agree
compound,X,PROPN	req-agree	req-agree
udep,VERB,X	NA	req-agree
mod@poss,AUX,PROPN	req-agree	req-agree
dislocated,AUX,VERB	NA	req-agree
comp:aux@q,AUX,AUX	NA	req-agree
mod,ADJ,AUX	NA	req-agree
subj,ADJ,PROPN	NA	req-agree
discourse,VERB,ADJ	NA	req-agree
mod,PROPN,ADJ	NA	NA
mod,NOUN,NOUN	NA	NA
comp:pred,ADJ,AUX	NA	req-agree
mod,VERB,VERB	NA	NA
mod,AUX,ADV	NA	NA
subj,ADJ,PRON	NA	req-agree
udep,VERB,PROPN	req-agree	NA
punct,NOUN,PUNCT	NA	req-agree
appos,PROPN,PRON	NA	req-agree
comp:pred,AUX,PROPN	req-agree	NA
udep,VERB,ADP	NA	NA
appos,NOUN,NUM	NA	NA
parataxis,NOUN,NOUN	NA	NA
mod@arg,NOUN,PROPN	req-agree	req-agree
subj,AUX,AUX	NA	req-agree
mod@relcl,PROPN,NOUN	NA	NA
comp:aux@q,AUX,NOUN	NA	req-agree
udep,AUX,PROPN	req-agree	NA
dislocated,PRON,NOUN	NA	req-agree
appos,NOUN,NOUN	NA	NA
mod,PROPN,VERB	NA	req-agree
unk@fixed,VERB,ADJ	NA	req-agree
parataxis,VERB,NOUN	NA	req-agree
parataxis,VERB,ADJ	NA	req-agree
udep,VERB,AUX	NA	req-agree
discourse,AUX,ADJ	NA	req-agree
parataxis,NOUN,ADJ	NA	req-agree
subj,PROPN,NOUN	NA	req-agree
mod,NUM,ADJ	NA	req-agree
comp:pred,AUX,NUM	NA	req-agree
mod@emph,VERB,ADV	NA	req-agree
mod@poss,PRON,NOUN	NA	NA
appos,PROPN,PROPN	req-agree	req-agree
parataxis,VERB,PRON	NA	req-agree
parataxis,NOUN,AUX	NA	req-agree
subj,NOUN,AUX	NA	req-agree
mod,ADJ,PRON	NA	req-agree
conj,NOUN,AUX	NA	NA
orphan,NOUN,NOUN	NA	req-agree
orphan,PROPN,ADJ	NA	req-agree
conj,PROPN,VERB	NA	req-agree
appos,PROPN,NOUN	NA	req-agree
conj,ADJ,PROPN	NA	req-agree
orphan,PROPN,PROPN	req-agree	req-agree
mod,ADJ,VERB	NA	req-agree
conj,PROPN,ADJ	NA	req-agree
subj,ADJ,AUX	NA	req-agree
orphan,NOUN,PROPN	NA	req-agree
det,PROPN,DET	NA	req-agree
comp:aux,AUX,AUX	NA	req-agree
compound,PROPN,ADJ	NA	req-agree
mod@poss,PRON,PRON	NA	NA
subj,ADV,NOUN	NA	NA
udep,ADV,NOUN	NA	NA
mod,AUX,ADJ	NA	req-agree
udep,NOUN,AUX	NA	req-agree
mod,PROPN,NUM	NA	req-agree
comp:obl,AUX,NOUN	NA	req-agree
unk@fixed,ADJ,ADV	NA	req-agree
unk@fixed,NOUN,ADV	NA	req-agree
compound,NOUN,DET	NA	req-agree
mod@arg,ADJ,NUM	NA	req-agree
parataxis,ADJ,NOUN	NA	req-agree
mod@relcl,PRON,NOUN	NA	req-agree
mod@poss,PRON,PROPN	req-agree	req-agree
parataxis,NOUN,PROPN	req-agree	req-agree
unk@fixed,ADJ,VERB	NA	req-agree
comp:obj,PROPN,PROPN	req-agree	req-agree
udep,PROPN,NOUN	NA	req-agree
unk@fixed,ADJ,ADJ	NA	req-agree
parataxis,PROPN,NUM	NA	req-agree
udep,ADJ,NUM	NA	req-agree
conj,NUM,NOUN	NA	req-agree
compound,VERB,NOUN	NA	NA
conj,ADV,AUX	NA	req-agree
conj,ADJ,ADV	NA	req-agree
udep@tmod,ADV,NOUN	NA	req-agree
comp:obj,ADV,PROPN	req-agree	req-agree
orphan,ADJ,NUM	NA	req-agree
orphan,NUM,NOUN	NA	req-agree
conj,NUM,VERB	NA	req-agree
mod,VERB,NUM	NA	req-agree
comp:obj,AUX,PRON	NA	req-agree
comp:obj,AUX,PROPN	req-agree	req-agree
conj,AUX,ADJ	NA	req-agree
compound,PROPN,X	NA	req-agree
appos,PROPN,NUM	NA	req-agree
conj,AUX,AUX	NA	req-agree
punct,VERB,PUNCT	NA	req-agree
mod@arg,ADJ,PRON	NA	req-agree
udep@tmod,NOUN,NUM	NA	req-agree
comp:aux@q,AUX,VERB	NA	NA
parataxis,AUX,ADJ	NA	NA
compound,NOUN,VERB	NA	req-agree
comp:aux@q,AUX,ADJ	NA	req-agree
mod@arg,NOUN,PRON	NA	req-agree
orphan,PROPN,NOUN	NA	req-agree
compound,PRON,PRON	NA	NA
goeswith,VERB,X	NA	NA
mod,ADV,ADV	NA	req-agree
mod@arg,AUX,NOUN	NA	req-agree
compound,ADJ,NUM	NA	req-agree
compound,X,NOUN	NA	NA
udep@tmod,VERB,X	NA	req-agree
orphan,ADJ,AUX	NA	req-agree
conj,NOUN,PRON	NA	req-agree
parataxis,PROPN,VERB	NA	req-agree
conj,PRON,PROPN	req-agree	req-agree
mod@poss,PRON,X	NA	NA
