rel,head-pos,child-pos	tree-label	gold-label
appos,DET,NOUN	NA	NA
parataxis,NOUN,ADJ	NA	req-agree
conj,ADJ,NOUN	NA	req-agree
subj,AUX,PROPN	NA	NA
subj,ADJ,PROPN	NA	req-agree
appos,PRON,NOUN	NA	req-agree
conj,ADJ,PROPN	NA	req-agree
conj,PROPN,ADJ	NA	req-agree
subj,DET,NOUN	NA	req-agree
parataxis,VERB,AUX	NA	NA
conj,VERB,PRON	NA	NA
udep,VERB,ADJ	NA	NA
parataxis,VERB,PROPN	NA	NA
appos,VERB,NOUN	NA	NA
flat@abs,NOUN,NOUN	NA	req-agree
mod,ADJ,NOUN	NA	req-agree
conj,NOUN,VERB	NA	NA
comp:pred,AUX,DET	NA	req-agree
conj,VERB,NOUN	NA	NA
mod,VERB,ADJ	NA	req-agree
comp:pred@sp,VERB,ADJ	NA	NA
parataxis@discourse,VERB,VERB	NA	req-agree
udep,AUX,DET	NA	req-agree
conj@svc,VERB,VERB	NA	NA
vocative,VERB,PROPN	NA	NA
flat@sibl,DET,ADJ	NA	req-agree
udep,ADJ,ADJ	NA	req-agree
mod,PROPN,PROPN	NA	req-agree
parataxis,AUX,VERB	NA	NA
flat@sibl,ADJ,ADJ	NA	req-agree
unk@fixed,DET,NOUN	NA	req-agree
mod,NOUN,AUX	NA	NA
appos,NOUN,PROPN	NA	NA
flat@sibl,ADJ,NOUN	NA	req-agree
flat@sibl,NOUN,NOUN	NA	req-agree
parataxis,PRON,NOUN	NA	req-agree
subj,NOUN,PROPN	NA	req-agree
mod,VERB,AUX	NA	NA
conj,VERB,ADJ	NA	req-agree
parataxis,PROPN,PROPN	NA	req-agree
parataxis,PROPN,DET	NA	NA
flat@repeat,PROPN,PROPN	NA	req-agree
subj,PRON,PRON	NA	req-agree
unk@expl,PRON,PRON	NA	req-agree
conj,PRON,NOUN	NA	NA
parataxis,NOUN,NOUN	NA	req-agree
comp:obj,VERB,ADJ	NA	NA
flat@range,NOUN,PROPN	NA	req-agree
flat@range,NOUN,NOUN	NA	req-agree
comp:obl,VERB,PROPN	NA	req-agree
parataxis,PROPN,NOUN	NA	NA
udep,AUX,PROPN	NA	req-agree
mod,ADJ,ADJ	NA	req-agree
mod@relcl,DET,ADJ	NA	req-agree
subj,DET,PRON	NA	req-agree
parataxis,DET,VERB	NA	req-agree
conj,NOUN,DET	NA	NA
flat@title,NOUN,ADJ	NA	req-agree
mod@gov,NOUN,NUM	NA	NA
orphan,ADJ,NOUN	NA	NA
compound,NUM,NUM	NA	req-agree
parataxis,NOUN,VERB	NA	req-agree
parataxis,VERB,DET	NA	req-agree
mod,PRON,ADJ	NA	req-agree
flat@repeat,NOUN,NOUN	NA	req-agree
det,PROPN,DET	NA	req-agree
comp:obj,ADJ,PROPN	NA	NA
parataxis,ADJ,VERB	NA	req-agree
appos,PROPN,PROPN	NA	req-agree
mod,PROPN,NOUN	NA	NA
mod@relcl,PROPN,VERB	NA	NA
parataxis,AUX,NOUN	NA	req-agree
parataxis,AUX,AUX	NA	req-agree
flat@range,ADJ,ADJ	NA	req-agree
mod,PRON,VERB	NA	NA
mod@relcl,NOUN,AUX	NA	req-agree
conj,AUX,VERB	NA	NA
subj,VERB,AUX	NA	req-agree
comp:aux,AUX,VERB	NA	req-agree
parataxis@rel,AUX,VERB	NA	req-agree
parataxis@rel,VERB,VERB	NA	req-agree
flat@repeat,VERB,VERB	NA	req-agree
subj,NOUN,DET	NA	req-agree
parataxis@discourse,AUX,VERB	NA	req-agree
parataxis@discourse,VERB,ADJ	NA	req-agree
mod,PRON,AUX	NA	req-agree
flat@sibl,DET,DET	NA	req-agree
subj,VERB,VERB	NA	NA
parataxis,VERB,PRON	NA	NA
comp:obj,VERB,AUX	NA	NA
compound,NOUN,PROPN	NA	req-agree
mod,ADJ,VERB	NA	req-agree
mod@relcl,PROPN,AUX	NA	req-agree
udep,AUX,ADJ	NA	req-agree
parataxis@discourse,NOUN,VERB	NA	NA
subj,AUX,DET	NA	req-agree
conj,AUX,AUX	NA	req-agree
comp:pred@sp,ADJ,NOUN	NA	req-agree
parataxis@discourse,NOUN,NOUN	NA	req-agree
appos,NOUN,PRON	NA	req-agree
subj,NOUN,AUX	NA	req-agree
comp:pred,AUX,PROPN	NA	req-agree
subj,VERB,ADJ	NA	req-agree
parataxis@newsent,NOUN,VERB	NA	req-agree
subj,NOUN,VERB	NA	NA
flat@title,PROPN,PROPN	NA	req-agree
