rel,head-pos,child-pos	tree-label	gold-label
subj@pass,VERB,VERB	NA	req-agree
dislocated,AUX,VERB	NA	req-agree
dislocated,VERB,VERB	NA	NA
orphan,NOUN,VERB	NA	req-agree
mod,ADJ,PRON	NA	NA
comp:obl,VERB,NUM	NA	NA
orphan,NOUN,NUM	NA	req-agree
comp:obl,VERB,ADJ	NA	NA
conj,PROPN,NOUN	NA	NA
det,PROPN,DET	NA	NA
mod,PROPN,PROPN	NA	req-agree
conj,PROPN,ADJ	NA	NA
orphan,ADJ,PROPN	NA	NA
comp:obj,ADJ,NUM	NA	NA
mod,NUM,NOUN	NA	NA
comp:pred,AUX,PROPN	NA	NA
comp:obj,VERB,PROPN	NA	NA
vocative,VERB,PROPN	NA	req-agree
mod,PRON,ADJ	NA	NA
conj,PRON,NOUN	NA	NA
subj@pass,AUX,VERB	NA	req-agree
comp:pred,VERB,PROPN	NA	req-agree
conj,ADJ,NOUN	NA	NA
appos,ADJ,PROPN	NA	req-agree
appos,ADJ,NOUN	NA	req-agree
dislocated,VERB,PROPN	NA	NA
subj@pass,AUX,PRON	NA	req-agree
mod,PROPN,AUX	NA	req-agree
comp:obj,NOUN,VERB	NA	req-agree
appos,VERB,NUM	NA	NA
orphan,NUM,NUM	NA	req-agree
det,ADJ,PRON	NA	req-agree
subj,VERB,NUM	NA	req-agree
appos,NOUN,AUX	NA	NA
subj,AUX,PROPN	NA	req-agree
flat@name,PROPN,PROPN	NA	req-agree
appos,PROPN,ADJ	NA	req-agree
conj,VERB,ADJ	NA	req-agree
comp:obl,VERB,PROPN	NA	NA
mod,NOUN,AUX	NA	NA
comp:obj,VERB,AUX	NA	NA
mod,NUM,AUX	NA	req-agree
conj,PRON,ADJ	NA	NA
conj,VERB,PROPN	NA	req-agree
appos,PROPN,AUX	NA	NA
comp:obl,NOUN,PROPN	NA	NA
comp:obl,ADJ,NOUN	NA	NA
comp:pred,AUX,PRON	NA	NA
dislocated,PRON,NUM	NA	req-agree
parataxis,AUX,VERB	NA	NA
mod,PROPN,NOUN	NA	req-agree
appos,NOUN,PROPN	NA	NA
subj@pass,VERB,NUM	NA	req-agree
subj,AUX,NUM	NA	req-agree
appos,NOUN,NUM	NA	req-agree
mod,PRON,NOUN	NA	NA
subj@pass,AUX,PROPN	NA	NA
udep,AUX,NOUN	NA	NA
parataxis,VERB,AUX	NA	NA
orphan,NUM,PRON	NA	req-agree
orphan,NUM,PROPN	NA	req-agree
appos,NOUN,ADJ	NA	req-agree
comp:pred,VERB,NUM	NA	NA
comp:obl,ADJ,PRON	NA	NA
dislocated,VERB,AUX	NA	req-agree
det,PRON,DET	NA	req-agree
appos,NUM,ADJ	NA	req-agree
comp:obl,NOUN,NOUN	NA	req-agree
udep,VERB,PROPN	NA	NA
subj@pass,VERB,PRON	NA	req-agree
comp:obl,VERB,VERB	NA	NA
comp:obl,NOUN,PRON	NA	req-agree
conj,AUX,AUX	NA	NA
vocative,NOUN,NOUN	NA	req-agree
comp:obj,VERB,NUM	NA	NA
comp:obl,AUX,NOUN	NA	req-agree
appos,VERB,NOUN	NA	req-agree
mod,PROPN,VERB	NA	req-agree
appos,NUM,PROPN	NA	req-agree
mod,PROPN,NUM	NA	req-agree
det,NOUN,AUX	NA	req-agree
dislocated,VERB,NOUN	NA	req-agree
orphan,NOUN,ADJ	NA	NA
comp:obl,ADJ,VERB	NA	req-agree
mod,NUM,PRON	NA	NA
mod,NUM,VERB	NA	req-agree
appos,PROPN,VERB	NA	req-agree
dislocated,ADJ,VERB	NA	req-agree
udep,AUX,PRON	NA	NA
comp:obl,AUX,PRON	NA	NA
conj,ADJ,PROPN	NA	req-agree
subj,NOUN,PROPN	NA	req-agree
comp:obl,NOUN,VERB	NA	NA
comp:obl@agent,VERB,VERB	NA	NA
udep,VERB,VERB	NA	NA
subj,NOUN,NOUN	NA	req-agree
udep,NOUN,NOUN	NA	NA
subj,PRON,NOUN	NA	req-agree
mod,AUX,ADJ	NA	req-agree
orphan,NOUN,PRON	NA	NA
orphan,PRON,VERB	NA	req-agree
subj,ADJ,PRON	NA	req-agree
subj,NOUN,ADJ	NA	req-agree
udep,NOUN,PRON	NA	NA
udep,AUX,ADJ	NA	NA
comp:pred,AUX,NUM	NA	req-agree
conj,NUM,ADJ	NA	req-agree
udep,AUX,VERB	NA	req-agree
subj,ADJ,ADJ	NA	req-agree
mod,AUX,VERB	NA	req-agree
conj,VERB,PRON	NA	req-agree
orphan,PRON,ADJ	NA	req-agree
comp:pred,VERB,AUX	NA	NA
udep,ADJ,NOUN	NA	req-agree
mod,AUX,AUX	NA	req-agree
comp:obj,NOUN,AUX	NA	NA
mod,PRON,AUX	NA	req-agree
appos,PRON,VERB	NA	req-agree
conj,AUX,ADJ	NA	req-agree
det,NUM,DET	NA	req-agree
comp:obl,NOUN,ADJ	NA	req-agree
unk@fixed,VERB,VERB	NA	req-agree
subj,PROPN,NOUN	NA	req-agree
