rel,head-pos,child-pos	tree-label	gold-label
unk@fixed,DET,NOUN	NA	req-agree
flat@title,NOUN,NUM	NA	req-agree
mod,NOUN,AUX	NA	NA
appos,NOUN,PROPN	NA	NA
udep,VERB,ADJ	NA	NA
compound,NUM,NUM	NA	req-agree
flat@sibl,ADJ,NOUN	NA	NA
flat@sibl,NOUN,NOUN	NA	NA
parataxis,PRON,NOUN	NA	req-agree
subj,NOUN,PROPN	NA	NA
parataxis,PROPN,PROPN	NA	NA
flat@repeat,PROPN,PROPN	NA	req-agree
subj,PRON,PRON	NA	req-agree
unk@expl,PRON,PRON	NA	req-agree
conj,PRON,NOUN	NA	NA
parataxis,NOUN,NOUN	NA	NA
flat@range,NOUN,PROPN	NA	NA
flat@range,NOUN,NOUN	NA	req-agree
list,NOUN,NUM	NA	NA
comp:obl,VERB,NOUN	NA	NA
subj,NOUN,NUM	NA	req-agree
comp:obl,VERB,PROPN	NA	req-agree
parataxis,PROPN,NOUN	NA	NA
udep,AUX,PROPN	NA	req-agree
subj,DET,PRON	NA	NA
parataxis,DET,VERB	NA	NA
flat@title,NOUN,ADJ	NA	req-agree
mod,NUM,NOUN	NA	NA
comp:obl,VERB,PRON	NA	NA
parataxis,VERB,AUX	NA	NA
mod,PRON,ADJ	NA	req-agree
conj,PRON,PRON	NA	req-agree
flat@repeat,NOUN,NOUN	NA	req-agree
det,PROPN,DET	NA	req-agree
mod@gov,NOUN,NUM	NA	req-agree
appos,PROPN,PROPN	NA	req-agree
parataxis,AUX,NOUN	NA	NA
flat@range,ADJ,ADJ	NA	req-agree
mod@relcl,NOUN,AUX	NA	NA
mod,PRON,VERB	NA	NA
mod,VERB,VERB	NA	NA
mod,ADJ,ADJ	NA	NA
flat@title,PROPN,NUM	NA	req-agree
mod@relcl,PROPN,VERB	NA	NA
parataxis@rel,AUX,VERB	NA	NA
parataxis,VERB,NUM	NA	req-agree
parataxis,AUX,VERB	NA	NA
parataxis@rel,VERB,VERB	NA	NA
conj,AUX,VERB	NA	req-agree
subj,NOUN,DET	NA	req-agree
comp:obj,ADJ,PRON	NA	req-agree
flat@sibl,DET,DET	NA	req-agree
comp:aux,AUX,VERB	NA	req-agree
compound,NOUN,PROPN	NA	req-agree
conj,NOUN,ADJ	NA	req-agree
mod,ADJ,VERB	NA	req-agree
udep,AUX,ADJ	NA	req-agree
conj,NOUN,DET	NA	req-agree
comp:pred@sp,ADJ,NOUN	NA	req-agree
parataxis@discourse,NOUN,NOUN	NA	NA
appos,NOUN,PRON	NA	NA
subj,NOUN,AUX	NA	NA
comp:pred,AUX,PROPN	NA	req-agree
comp:obj,VERB,ADJ	NA	NA
udep,VERB,NUM	NA	NA
subj,VERB,ADJ	NA	req-agree
parataxis,NOUN,VERB	NA	NA
flat@title,PROPN,PROPN	NA	req-agree
