rel,head-pos,child-pos	tree-label	gold-label
comp:obl,VERB,NOUN	NA	NA
comp:obj,NOUN,ADJ	NA	req-agree
det,NOUN,PRON	req-agree	req-agree
comp:aux@pass,VERB,NOUN	req-agree	req-agree
udep,AUX,NOUN	req-agree	NA
appos,NOUN,PRON	req-agree	req-agree
det,NUM,PRON	req-agree	req-agree
mod,NUM,VERB	NA	req-agree
mod,NUM,NOUN	NA	NA
flat,VERB,NOUN	req-agree	NA
comp:aux,VERB,ADJ	NA	req-agree
comp:obl,ADJ,NOUN	NA	NA
parataxis,VERB,NUM	NA	NA
appos,NOUN,VERB	NA	NA
subj@pass,ADJ,NOUN	NA	req-agree
det,VERB,PRON	NA	req-agree
mod,NUM,NUM	req-agree	req-agree
mod,ADJ,DET	NA	NA
parataxis,AUX,NUM	NA	NA
conj,PRON,DET	NA	NA
mod,PRON,NOUN	NA	NA
conj,PRON,PRON	req-agree	NA
unk,NOUN,NOUN	NA	req-agree
appos,NUM,NOUN	req-agree	NA
comp:pred,ADJ,NOUN	req-agree	req-agree
mod,PRON,ADJ	req-agree	req-agree
unk@fixed,NUM,NOUN	NA	req-agree
mod,NOUN,DET	NA	req-agree
conj,PROPN,NOUN	NA	NA
comp:aux@pass,VERB,ADJ	req-agree	req-agree
subj@pass,VERB,PRON	NA	req-agree
mod,VERB,ADJ	req-agree	NA
subj,AUX,PROPN	req-agree	req-agree
discourse,AUX,PRON	NA	req-agree
vocative,AUX,NOUN	NA	req-agree
comp:pred,AUX,PRON	NA	req-agree
subj,ADJ,NOUN	NA	req-agree
mod,DET,DET	NA	req-agree
mod,NUM,DET	NA	NA
det,PRON,PRON	NA	req-agree
mod,ADJ,VERB	NA	req-agree
comp:obl,NOUN,NOUN	NA	NA
mod,AUX,AUX	NA	NA
parataxis,AUX,AUX	NA	NA
orphan,NOUN,NOUN	NA	req-agree
vocative,VERB,NOUN	NA	req-agree
subj,VERB,VERB	NA	req-agree
appos,PRON,NOUN	NA	req-agree
comp:pred,VERB,PRON	req-agree	req-agree
subj,NOUN,VERB	NA	NA
unk@fixed,AUX,NOUN	NA	NA
subj,AUX,ADJ	req-agree	req-agree
mod,ADJ,PRON	NA	req-agree
subj@pass,AUX,PRON	NA	req-agree
comp:obl,VERB,DET	NA	req-agree
unk@fixed,ADJ,ADJ	req-agree	req-agree
conj,PRON,NUM	NA	NA
conj,ADJ,VERB	req-agree	NA
parataxis,NOUN,NUM	NA	NA
flat,NOUN,NUM	req-agree	req-agree
conj,PRON,VERB	req-agree	NA
conj,NUM,NOUN	NA	NA
comp:obj,VERB,AUX	NA	req-agree
vocative,AUX,PRON	NA	req-agree
comp:pred,VERB,AUX	NA	NA
mod,PRON,PRON	NA	req-agree
comp:obl,ADJ,PRON	NA	req-agree
appos,NUM,NUM	NA	req-agree
comp:aux@pass,VERB,VERB	NA	req-agree
mod,PROPN,ADJ	req-agree	NA
comp:obl,VERB,PROPN	NA	req-agree
unk@fixed,NOUN,PROPN	req-agree	req-agree
unk@fixed,PRON,ADJ	req-agree	req-agree
appos,ADJ,ADJ	req-agree	NA
