rel,head-pos,child-pos	tree-label	gold-label
conj,PROPN,VERB	req-agree	req-agree
mod,PROPN,PRON	NA	req-agree
conj,NOUN,PROPN	req-agree	req-agree
comp:obl,PROPN,NOUN	NA	NA
subj@pass,VERB,PROPN	req-agree	req-agree
comp:pred,VERB,VERB	NA	NA
subj,VERB,VERB	req-agree	NA
subj@pass,VERB,PRON	req-agree	NA
comp:obj,VERB,VERB	NA	NA
det,VERB,DET	req-agree	req-agree
mod,VERB,NUM	req-agree	NA
flat,NOUN,NOUN	req-agree	req-agree
orphan,VERB,PROPN	req-agree	req-agree
vocative,AUX,PROPN	req-agree	req-agree
parataxis,VERB,VERB	NA	NA
mod,VERB,PRON	NA	NA
parataxis,NOUN,VERB	NA	req-agree
comp:pred,AUX,AUX	NA	req-agree
subj,AUX,AUX	req-agree	NA
appos,PRON,PRON	req-agree	req-agree
comp@pass,VERB,PRON	NA	NA
appos,VERB,VERB	req-agree	req-agree
mod@tmod,VERB,NOUN	NA	NA
parataxis,AUX,AUX	req-agree	NA
appos,NOUN,VERB	NA	NA
appos,PRON,VERB	NA	req-agree
conj,VERB,NOUN	req-agree	NA
comp:aux,AUX,NOUN	NA	req-agree
comp:obj,NOUN,NOUN	NA	NA
appos,VERB,NOUN	req-agree	req-agree
appos,NOUN,PRON	req-agree	NA
subj@pass,AUX,AUX	NA	NA
comp:obl,VERB,NUM	NA	NA
subj,NOUN,PRON	req-agree	req-agree
parataxis,VERB,NOUN	req-agree	req-agree
vocative,AUX,NOUN	req-agree	NA
parataxis,AUX,VERB	NA	NA
comp:obl,NOUN,NOUN	NA	NA
comp:pred,VERB,AUX	NA	req-agree
comp:pred,AUX,VERB	req-agree	NA
appos,ADJ,VERB	req-agree	req-agree
comp:obj@pmod,VERB,AUX	NA	req-agree
conj,AUX,NOUN	NA	req-agree
comp@pass,AUX,PRON	NA	req-agree
orphan,NOUN,NOUN	req-agree	NA
conj,AUX,PRON	NA	req-agree
conj,NOUN,VERB	req-agree	NA
subj,NOUN,PROPN	req-agree	req-agree
comp:obj,NOUN,PROPN	NA	req-agree
mod,ADJ,AUX	NA	NA
vocative,PRON,PROPN	req-agree	req-agree
comp:obj,NOUN,PRON	NA	req-agree
conj,PRON,NOUN	req-agree	req-agree
subj,VERB,NUM	NA	req-agree
mod,AUX,NOUN	NA	req-agree
mod@tcl,VERB,AUX	NA	req-agree
comp:pred,VERB,PRON	req-agree	req-agree
appos,NOUN,NUM	NA	NA
comp:obj,VERB,NUM	NA	NA
parataxis,VERB,ADJ	NA	req-agree
comp:obj,ADJ,NOUN	NA	req-agree
conj,VERB,PRON	req-agree	NA
subj,NOUN,VERB	NA	NA
parataxis,ADJ,AUX	NA	req-agree
mod,NOUN,DET	NA	req-agree
subj,VERB,DET	NA	req-agree
orphan,PRON,NUM	req-agree	NA
udep,VERB,PRON	req-agree	NA
comp:obj,VERB,DET	NA	NA
orphan,NOUN,PROPN	req-agree	NA
mod,NUM,NUM	req-agree	NA
udep,VERB,PROPN	req-agree	NA
subj,ADJ,PROPN	req-agree	NA
mod,ADJ,VERB	NA	NA
parataxis,VERB,NUM	NA	req-agree
conj,NUM,NOUN	req-agree	req-agree
compound,NUM,NUM	req-agree	NA
subj,PROPN,PRON	req-agree	NA
conj,PRON,PROPN	req-agree	req-agree
orphan,PROPN,PRON	req-agree	req-agree
det,DET,DET	req-agree	NA
compound,NOUN,NOUN	NA	NA
compound,PROPN,NOUN	req-agree	req-agree
vocative,VERB,ADJ	NA	req-agree
comp:pred,ADJ,AUX	NA	req-agree
det,NOUN,PRON	req-agree	req-agree
subj,ADJ,NOUN	NA	req-agree
vocative,VERB,PRON	NA	req-agree
comp:pred,VERB,NUM	NA	req-agree
comp:obj,AUX,NOUN	NA	NA
